data_doi,data_publisher,data_title,data_publication_year,data_authors,relation_type,pub_doi,pub_title,pub_date,pub_authors,pub_type,pub_publisher,source_id
10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,British Oceanographic Data Centre (BODC),The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,2021.0,['GEBCO Bathymetric Compilation Group 2021'],references,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000381921,State of the ocean report 2022: pilot edition,2022-01-01,['Intergovernmental Oceanographic Commission'],Publication,UNESCO,overton
10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,British Oceanographic Data Centre (BODC),The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,2021.0,['GEBCO Bathymetric Compilation Group 2021'],references,https://digitallibrary.un.org/record/4058930?ln=en,State of the ocean report 2022 :pilot edition,2022-01-01,['United Nations'],Publication,United Nations,overton
10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,British Oceanographic Data Centre (BODC),The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,2021.0,['GEBCO Bathymetric Compilation Group 2021'],references,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000380358,"Exercice CARIBE WAVE 22, a Caribbean and Adjacent Regions Tsunami Warning Exercise, 10 March 2022 (Western Muertos Trough & Northern Panama Scenarios), Volume 1: participant handbook, Volume 2: summary report",2021-01-01,['Intergovernmental Oceanographic Commission'],Publication,UNESCO,overton
10.5285/d90a3733-2949-4dfa-8ac2-a88aef8699be,Environmental Information Data Centre (EIDC),UKCEH Land Cover Plus: Hedgerows 2016-2021 (England),2024.0,"['Broughton, R.K.', 'Burkmar, R.', 'McCracken, M.', 'Mitschunas, N.', 'Norton, L.R.', 'Pallett, D.W.', 'Patton, J.', 'Redhead, J.W.', 'Staley, J.T.', 'Wood, C.M.', 'Pywell, R.F.']",references,https://www.theccc.org.uk/publication/uk-rural-land-use-archetypes-part-2/,"UK rural land use archetypes - part two (UKCEH, Eunomia, and University of East Anglia) - Climate Change Committee",2025-05-21,['Committee on Climate Change'],Publication,Committee on Climate Change,overton
10.5285/1c44ce99-0a0d-5f4f-e063-7086abc0ea0f,British Oceanographic Data Centre (BODC),The GEBCO_2024 Grid - a continuous terrain model of the global oceans and land.,2024.0,['GEBCO Bathymetric Compilation Group 2024'],references,http://publications.gc.ca/site/eng/9.950917/publication.html,"Integrated pelagic ecosystem survey on the Vancouver Island continental shelf, June 24 - July 23, 2024 / Jackie R. King, Yeongha Jung, Kelsey L. Flynn, Hilari Dennis-Bohm, Amy M. Tabata, and Jennifer L. Boldt.: Fs97-6/3698E-PDF Publications - Canada.ca",2025-01-01,"['Canada Department of Fisheries and Oceans, issuing body.', 'Pacific Biological Station (1972- ), issuing body.']",Publication,Government of Canada,overton
10.5285/1c44ce99-0a0d-5f4f-e063-7086abc0ea0f,British Oceanographic Data Centre (BODC),The GEBCO_2024 Grid - a continuous terrain model of the global oceans and land.,2024.0,['GEBCO Bathymetric Compilation Group 2024'],references,https://blueconomy.govmu.org/Documents/Publications/SayaDeMalhaBank.pdf,Marine biodiversity of the Saya de Malha Bank shallows: A photographic catalogue,2024-12-16,"['Ministry of Blue Economy, Marine Resources, Fisheries and Shipping']",Publication,Government of Mauritius,overton
10.5285/1c44ce99-0a0d-5f4f-e063-7086abc0ea0f,British Oceanographic Data Centre (BODC),The GEBCO_2024 Grid - a continuous terrain model of the global oceans and land.,2024.0,['GEBCO Bathymetric Compilation Group 2024'],references,https://openknowledge.fao.org/handle/20.500.14283/cd3735en,Marine biodiversity of the Saya de Malha Bank shallows: A photographic catalogue,2024-01-01,"['Bhagooli, R.; Ramah, S.; Gendron, G.; Kaullysing, D.; Caussy, L.; Mostarda, E.;']",Publication,Food and Agriculture Organization of the United Nations,overton
10.5285/77b64c55-7166-4a06-9def-2e400398e452,Polar Data Centre (PDC),Antarctic and Greenland Ice Sheet mass balance 1992-2020 for IPCC AR6,2021.0,"['Shepherd, Andrew', 'Ivins, Erik', 'Rignot, Eric', 'Smith, Ben', 'van den Broeke, Michiel', 'Velicogna, Isabella', 'Whitehouse, Pippa', 'Briggs, Kate', 'Joughin, Ian', 'Krinner, Gerhard', 'Nowicki, Sophie', 'Payne, Antony', 'Scambos, Ted', 'Schlegel, Nicole', 'A, Geruo', 'Agosta, Cécile', 'Ahlstrøm, Andreas', 'Babonis, Greg', 'Barletta, Valentina', 'Bjørk, Anders', 'Blazquez, Alejandro', 'Bonin, Jennifer', 'Colgan, William', 'Csatho, Beata', 'Cullather, Richard', 'Engdahl, Marcus', 'Felikson, Denis', 'Fettweis, Xavier', 'Forsberg, René', 'Gallee, Hubert', 'Gardner, Alex', 'Gilbert, Lin', 'Gourmelen, Noel', 'Groh, Andreas', 'Gunter, Brian', 'Hanna, Edward', 'Harig, Christopher', 'Helm, Veit', 'Hogg, Anna', 'Horvath, Alexander', 'Horwath, Martin', 'Khan, Shfaqat', 'Kjeldsen, Kristian', 'Konrad, Hannes', 'Langen, Peter', 'Lecavalier, Benoit', 'Loomis, Bryant', 'Luthcke, Scott', 'McMillan, Malcolm', 'Melini, Daniele', 'Mernild, Sebastian', 'Mohajerani, Yara', 'Moore, Philip', 'Mottram, Ruth', 'Mouginot, Jeremie', 'Moyano, Gorka', 'Muir, Alan', 'Nagler, Thomas', 'Nield, Grace', 'Nilsson, Johan', 'Noël, Brice', 'Otosaka, Inès', 'Pattle, Mark', 'Peltier, W', 'Pie, Nadège', 'Rietbroek, Roelof', 'Rott, Helmut', 'Sørensen, Louise Sandberg', 'Sasgen, Ingo', 'Save, Himanshu', 'Scheuchl, Bernd', 'Schrama, Ernst', 'Schröder, Ludwig', 'Seo, Ki-Weon', 'Simonsen, Sebastian', 'Slater, Thomas', 'Spada, Giorgio', 'Sutterley, Tyler', 'Talpe, Matthieu', 'Tarasov, Lev', 'van de Berg, Willem Jan', 'van der Wal, Wouter', 'van Wessem, Melchior', 'Vishwakarma, Bramha Dutt', 'Wagner, Thomas', 'Wiese, David', 'Wilton, David', 'Wouters, Bert', 'Wuite, Jan']",references,https://committees.parliament.uk/writtenevidence/141600/pdf/,The UK Centre for Polar Observation and Modelling (CPOM) (SDY0027),2025-07-09,"['Science, Innovation and Technology Committee']",Publication,UK Parliament Select Committee Publications,overton
10.5285/77b64c55-7166-4a06-9def-2e400398e452,Polar Data Centre (PDC),Antarctic and Greenland Ice Sheet mass balance 1992-2020 for IPCC AR6,2021.0,"['Shepherd, Andrew', 'Ivins, Erik', 'Rignot, Eric', 'Smith, Ben', 'van den Broeke, Michiel', 'Velicogna, Isabella', 'Whitehouse, Pippa', 'Briggs, Kate', 'Joughin, Ian', 'Krinner, Gerhard', 'Nowicki, Sophie', 'Payne, Antony', 'Scambos, Ted', 'Schlegel, Nicole', 'A, Geruo', 'Agosta, Cécile', 'Ahlstrøm, Andreas', 'Babonis, Greg', 'Barletta, Valentina', 'Bjørk, Anders', 'Blazquez, Alejandro', 'Bonin, Jennifer', 'Colgan, William', 'Csatho, Beata', 'Cullather, Richard', 'Engdahl, Marcus', 'Felikson, Denis', 'Fettweis, Xavier', 'Forsberg, René', 'Gallee, Hubert', 'Gardner, Alex', 'Gilbert, Lin', 'Gourmelen, Noel', 'Groh, Andreas', 'Gunter, Brian', 'Hanna, Edward', 'Harig, Christopher', 'Helm, Veit', 'Hogg, Anna', 'Horvath, Alexander', 'Horwath, Martin', 'Khan, Shfaqat', 'Kjeldsen, Kristian', 'Konrad, Hannes', 'Langen, Peter', 'Lecavalier, Benoit', 'Loomis, Bryant', 'Luthcke, Scott', 'McMillan, Malcolm', 'Melini, Daniele', 'Mernild, Sebastian', 'Mohajerani, Yara', 'Moore, Philip', 'Mottram, Ruth', 'Mouginot, Jeremie', 'Moyano, Gorka', 'Muir, Alan', 'Nagler, Thomas', 'Nield, Grace', 'Nilsson, Johan', 'Noël, Brice', 'Otosaka, Inès', 'Pattle, Mark', 'Peltier, W', 'Pie, Nadège', 'Rietbroek, Roelof', 'Rott, Helmut', 'Sørensen, Louise Sandberg', 'Sasgen, Ingo', 'Save, Himanshu', 'Scheuchl, Bernd', 'Schrama, Ernst', 'Schröder, Ludwig', 'Seo, Ki-Weon', 'Simonsen, Sebastian', 'Slater, Thomas', 'Spada, Giorgio', 'Sutterley, Tyler', 'Talpe, Matthieu', 'Tarasov, Lev', 'van de Berg, Willem Jan', 'van der Wal, Wouter', 'van Wessem, Melchior', 'Vishwakarma, Bramha Dutt', 'Wagner, Thomas', 'Wiese, David', 'Wilton, David', 'Wouters, Bert', 'Wuite, Jan']",references,https://www.ipcc.ch/report/sixth-assessment-report-working-group-i/,AR6 Climate Change 2021: The Physical Science Basis,2021-08-01,['IPCC'],Publication,IPCC,overton
10.5285/76a29c5b55204b66a40308fc2ba9cdb3,Centre for Environmental Data Analysis (CEDA),GloboLakes: Lake Surface Water Temperature (LSWT) v4.0 (1995-2016),2019.0,"['Carrea, Laura', 'Merchant, Christopher J.']",references,https://www.ipcc.ch/report/sixth-assessment-report-working-group-ii/,"AR6 Climate Change 2022: Impacts, Adaptation and Vulnerability",2022-02-01,['IPCC'],Publication,IPCC,overton
10.5285/836f016a-33be-6ddc-e053-6c86abc0788e,British Oceanographic Data Centre (BODC),The GEBCO_2019 Grid - a continuous terrain model of the global oceans and land.,2019.0,['GEBCO Bathymetric Compilation Group 2019'],references,http://publications.gc.ca/site/eng/9.946292/publication.html,"Geologic map of the Canadian offshore Pacific Exclusive Economic Zone (version 1.0) / A.T. Baxter, M.D. Hannington, and C.H.G. Braga.: M183-2/9228E-PDF Publications - Canada.ca",2025-01-01,"['Geological Survey of Canada, issuing body.']",Publication,Government of Canada,overton
10.5285/836f016a-33be-6ddc-e053-6c86abc0788e,British Oceanographic Data Centre (BODC),The GEBCO_2019 Grid - a continuous terrain model of the global oceans and land.,2019.0,['GEBCO Bathymetric Compilation Group 2019'],references,https://novascotia.ca/fish/aquaculture/public-information/public-notice/Application-Posted-AQ1449-1450-1451-1452.pdf,Public Notice – Adjudicative Application Posted,2022-02-15,['Province of Nova Scotia'],Publication,Province of Nova Scotia,overton
10.5285/836f016a-33be-6ddc-e053-6c86abc0788e,British Oceanographic Data Centre (BODC),The GEBCO_2019 Grid - a continuous terrain model of the global oceans and land.,2019.0,['GEBCO Bathymetric Compilation Group 2019'],references,https://www.marineboard.eu/publications/marine-geohazards-safeguarding-society-and-blue-economy-hidden-threat,Marine geohazards: Safeguarding society and the Blue Economy from a hidden threat,2022-01-06,['European Marine Board'],Publication,European Marine Board,overton
10.5285/836f016a-33be-6ddc-e053-6c86abc0788e,British Oceanographic Data Centre (BODC),The GEBCO_2019 Grid - a continuous terrain model of the global oceans and land.,2019.0,['GEBCO Bathymetric Compilation Group 2019'],references,http://publications.gc.ca/site/eng/9.895680/publication.html,Supplement to the biophysical and ecological overview for Southampton Island (SI) EBSA to include additional areas within the Southampton Island area of interest (AOI).: Fs70-7/2020-055E-PDF Publications - Canada.ca,2020-12-01,"['Canadian Science Advisory Secretariat, issuing body.', 'Canada Department of Fisheries and Oceans Ontario and Prairie Region, issuing body.']",Publication,Government of Canada,overton
10.5285/836f016a-33be-6ddc-e053-6c86abc0788e,British Oceanographic Data Centre (BODC),The GEBCO_2019 Grid - a continuous terrain model of the global oceans and land.,2019.0,['GEBCO Bathymetric Compilation Group 2019'],references,http://publications.gc.ca/site/eng/9.886934/publication.html,Maritimes Region fisheries atlas : catch weight landings mapping (2014-2018) on a hexagon grid / by Kasia Rozalska and Scott Coffen-Smout.: Fs97-6/3373E-PDF Publications - Canada.ca,2020-01-01,"['Bedford Institute of Oceanography, issuing body', 'Canada Department of Fisheries and Oceans, issuing body']",Publication,Government of Canada,overton
10.5285/8c5d9e38-0244-4a39-8600-a85513a6fecf,Environmental Information Data Centre (EIDC),Source apportionment of nutrient contributions to rivers in England and Wales modelled with SAGIS,2017.0,"['Daldorph, P.']",references,https://committees.parliament.uk/writtenevidence/138903/pdf/,Joint Nature Conservation Committee (NIT0025),2025-03-20,['Environment and Climate Change Committee'],Publication,UK Parliament Select Committee Publications,overton
10.5285/9116e565-2c0a-455b-9c68-558fdd9179ad,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2017) [CHESS-PE],2020.0,"['Robinson, Emma L.', 'Blyth, E.M.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Rudd, A.C.']",references,https://www.crew.ac.uk/publication/mitigating-climate-change-phase-2,Mitigating climate change impacts on the water quality of Scottish standing waters | CREW | Scotland's Centre of Expertise for Waters,2024-03-20,['Center of Expertise for Waters'],Publication,Center of Expertise for Waters,overton
10.5285/9116e565-2c0a-455b-9c68-558fdd9179ad,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2017) [CHESS-PE],2020.0,"['Robinson, Emma L.', 'Blyth, E.M.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Rudd, A.C.']",references,https://www.crew.ac.uk/publication/assessing-climate-change-impacts-water-quality-scottish-standing-waters,Assessing climate change impacts on the water quality of Scottish standing waters | CREW | Scotland's Centre of Expertise for Waters,2022-04-25,['Center of Expertise for Waters'],Publication,Center of Expertise for Waters,overton
10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,Centre for Environmental Data Analysis (CEDA),VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,2016.0,"['Neely III, R.R', 'Schmidt, A.']",references,https://soer.environment.gov.za/soer/UploadLibraryImages/UploadDocuments/200123104451_working%20group%20i.pdf,Climate Change 2021: The Physical Science Basis,2022-07-25,['Ministry of Environmental Affairs'],Publication,Government of South Africa,overton
10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,Centre for Environmental Data Analysis (CEDA),VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,2016.0,"['Neely III, R.R', 'Schmidt, A.']",references,https://digitallibrary.un.org/record/4019737?ln=en,Climate Change 2021 : the physical science basis : Working Group I Technical Support Unit,2021-01-01,['United Nations'],Publication,United Nations,overton
10.5285/29726cda-09f5-4661-8fd4-ddaa5555466a,Environmental Information Data Centre (EIDC),Risk of Phytophthora infection in woodland and larch fragments across Scotland,2016.0,"['Purse, B.V.', 'Schlenzig, Alexandra', 'Harris, C.', 'Searle, K.']",references,https://www.planthealthcentre.scot/publications/potential-ecological-and-epidemiological-models-inform-assessment-and-mitigation,The potential of ecological and epidemiological models to inform assessment and mitigation of biosecurity risks arising from large scale planting,2021-10-01,['Plant Health Centre'],Publication,Plant Health Centre,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,http://publications.gc.ca/site/eng/9.953193/publication.html,"Physical oceanographic conditions on the Newfoundland and Labrador Shelf during 2024 / Jonathan Coyne, Frédéric Cyr, Steve Snook, Charlie Bishop, Peter S. Galbraith, Jean-Luc Shaw, Nancy Chen, and Guoqi Han.: Fs97-18/401E-PDF Publications - Canada.ca",2025-01-01,"['Canada Department of Fisheries and Oceans, issuing body.']",Publication,Government of Canada,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,http://publications.gc.ca/site/eng/9.945402/publication.html,Ocean and coastal ecosystem extent : data product specifications / by Jessica Andrews.: CS16-510/2024-5E-PDF Publications - Canada.ca,2024-12-16,"['Statistics Canada, issuing body.']",Publication,Government of Canada,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,https://www.ffi.no/en/publications-archive/vurdering-av-metoder-for-a-overvake-dumpet-kjemisk-ammunisjon-i-skagerrak,Vurdering av metoder for å overvåke dumpet kjemisk ammunisjon i Skagerrak,2024-08-13,['Forsvarets forskningsinstitutt'],Publication,Forsvarets forskningsinstitutt,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,https://hdl.handle.net/10986/41911,Scenarios for Offshore Wind Development in Brazil,2024-07-19,"['World Bank', 'Infra LCR Energy 1 (ILCE1)']",Publication,World Bank,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,https://ambiente.gob.do/app/uploads/2024/12/Compendio-Republica-Dominicana-30x30-1.pdf,Compendio República Dominicana 30x30,2024-06-26,['Ministry of the Environment and Natural Resources'],Publication,Government of the Dominican Republic,overton
10.5285/f98b053b-0cbc-6c23-e053-6c86abc0af7b,British Oceanographic Data Centre (BODC),The GEBCO_2023 Grid - a continuous terrain model of the global oceans and land.,2023.0,['GEBCO Bathymetric Compilation Group 2023'],references,http://publications.gc.ca/site/eng/9.940647/publication.html,"Physical oceanographic conditions on the Newfoundland and Labrador Shelf during 2023 / by Frédéric Cyr, Jonathan Coyne, Steve Snook, Charlie Bishop, Peter S. Galbraith, Nancy Chen and Guoqi Han.: Fs97-18/382E-PDF Publications - Canada.ca",2024-01-01,"['Canada Department of Fisheries and Oceans, issuing body.']",Publication,Government of Canada,overton
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,2017.0,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",references,https://www.climatexchange.org.uk/projects/managing-permanent-grasslands-for-carbon-sequestration-in-scottish-soils/,Managing permanent grasslands for carbon sequestration in Scottish soils,2022-07-12,"['Joseph Oyesiku-Blakemore, University of Aberdeen', 'Marta Dondini']",Publication,ClimateXChange,overton
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,2017.0,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",references,https://www.crew.ac.uk/publication/assessing-climate-change-impacts-water-quality-scottish-standing-waters,Assessing climate change impacts on the water quality of Scottish standing waters | CREW | Scotland's Centre of Expertise for Waters,2022-04-25,['Center of Expertise for Waters'],Publication,Center of Expertise for Waters,overton
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,2017.0,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",references,https://www.climatexchange.org.uk/projects/the-potential-for-leguminous-crops-in-scotland/,The potential for leguminous crops in Scotland,2021-01-06,"['Jeremy Wiltshire, Ricardo Energy & Environment', 'Dave Freeman, Ricardo Energy & Environment', 'Jessie Willcocks, Ricardo Energy & Environment', 'Caroline Wood']",Publication,ClimateXChange,overton
10.5285/8baf805d-39ce-4dac-b224-c926ada353b7,Environmental Information Data Centre (EIDC),Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2015) [CHESS-PE],2016.0,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",references,https://www.climatexchange.org.uk/projects/managing-permanent-grasslands-for-carbon-sequestration-in-scottish-soils/,Managing permanent grasslands for carbon sequestration in Scottish soils,2022-07-12,"['Joseph Oyesiku-Blakemore, University of Aberdeen', 'Marta Dondini']",Publication,ClimateXChange,overton
