data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,publication_date,citation_event_source,PubCitationStr,data_doi_url,publication_doi_url,publicationYear
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3389/fmicb.2023.1101902,journal-article,Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia,['Aurèle Vuillemin'],2023-01-01,Scholix,"Vuillemin, A. (2023) Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia. Frontiers in Microbiology 14. https://doi.org/10.3389/fmicb.2023.1101902
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3389/fmicb.2023.1101902,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/00222933.2022.2074906,journal-article,Discovery of a new species of <i>Paronesimoides</i> (Crustacea: Amphipoda: Tryphosidae) from a cold seep of Mariana Trench,"['Ko Tomikawa', 'Hiromi Kayama Watanabe', 'Katsuhiko Tanaka', 'Yasuhiko Ohara']",2022-02-16,Scholix,"Tomikawa, K., Watanabe, H.K., Tanaka, K. & Ohara, Y. (2022) Discovery of a new species of Paronesimoides (Crustacea: Amphipoda: Tryphosidae) from a cold seep of Mariana Trench. Journal of Natural History 56, 463–474. https://doi.org/10.1080/00222933.2022.2074906
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1080/00222933.2022.2074906,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1038/s41561-022-01003-3,journal-article,Deep hydration and lithospheric thinning at oceanic transform plate boundaries,"['Zhikai Wang', 'Satish C. Singh', 'Cécile Prigent', 'Emma P. M. Gregory', 'Milena Marjanović']",2022-08-25,Scholix,"Wang, Z., Singh, S.C., Prigent, C., Gregory, E.P.M. & Marjanović, M. (2022) Deep hydration and lithospheric thinning at oceanic transform plate boundaries. Nature Geoscience 15, 741–746. https://doi.org/10.1038/s41561-022-01003-3
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1038/s41561-022-01003-3,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1134/s0016852122010058,journal-article,Contemporary Tectonic Movements of the Western Caucasus and the Ciscaucasia Based on Satellite-Geodetic Observations,"['V. K. Milyukov', 'A. P. Mironov', 'A. N. Ovsyuchenko', 'A. V. Gorbatikov', 'G. M. Steblov', 'A. M. Korzhenkov', 'V. N. Drobyshev', 'Kh. M. Khubaev', 'A. O. Agibalov', 'A. A. Sentsov', 'U. Dogan', 'S. Ergintav']",2022-02-01,Scholix,"Milyukov, V.K., Mironov, A.P., Ovsyuchenko, A.N., et al. (2022) Contemporary Tectonic Movements of the Western Caucasus and the Ciscaucasia Based on Satellite-Geodetic Observations. Geotectonics 56, 41–54. https://doi.org/10.1134/s0016852122010058
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1134/s0016852122010058,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.5194/essd-13-4967-2021,journal-article,Collection and analysis of a global marine phytoplankton primary production dataset,"['F. Mattei', 'F. Mattei', 'M. Scardi', 'M. Scardi']",2021-10-27,Scholix,"Mattei, F. & Scardi, M. (2021) Collection and analysis of a global marine phytoplankton primary-production dataset. Earth System Science Data 13, 4967–4985. https://doi.org/10.5194/essd-13-4967-2021
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.5194/essd-13-4967-2021,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.21203/rs.3.rs-1722308/v1,posted-content,Determining local scale extreme sea level elevation at the open coast of Côte d’Ivoire: Case study of the Bay of Port-Bouët,"['Kouassi Marcel De Paul Kouakou', 'Frederic Bonou', 'Kissoa Gnandi', 'Eric Valère Djagoua', 'Mouhamed Idrissou', 'Asaa Akunai Abunkudugu']",2022-08-18,Scholix,"Kouakou, K.M.D.P., Bonou, F., Gnandi, K., Djagoua, E.V., Idrissou, M. & Abunkudugu, A.A. (2022) Determining local scale extreme sea level elevation at the open coast of Côte d’Ivoire: Case study of the Bay of Port-Bouët. https://doi.org/10.21203/rs.3.rs-1722308/v1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.21203/rs.3.rs-1722308/v1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1038/s41598-022-15301-8,journal-article,Interannual variability of internal tides in the Andaman Sea: an effect of Indian Ocean Dipole,"['B, Yadidya', 'A D, Rao']",2022-06-30,Scholix,"Yadidya, B. & Rao, A.D. (2022) Interannual variability of internal tides in the Andaman Sea: an effect of Indian Ocean Dipole. Scientific Reports 12. https://doi.org/10.1038/s41598-022-15301-8
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1038/s41598-022-15301-8,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/jmse9121460,journal-article,A Fine Grid Tide-Wave-Ocean Circulation Coupled Model for the Yellow Sea: Comparison of Turbulence Closure Schemes in Reproducing Temperature Distributions,"['Youngjin Choi', 'Youngmin Park', 'Minbum Choi', 'Kyung Tae Jung', 'Kyeong Ok Kim']",2021-12-20,Scholix,"Choi, Y., Park, Y., Choi, M., Jung, K.T. & Kim, K.O. (2021) A Fine Grid Tide-Wave-Ocean Circulation Coupled Model for the Yellow Sea: Comparison of Turbulence Closure Schemes in Reproducing Temperature Distributions. Journal of Marine Science and Engineering 9, 1460. https://doi.org/10.3390/jmse9121460
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/jmse9121460,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/00288306.2022.2121288,journal-article,There is no geophysical evidence for the Mahuika Crater on the continental shelf southwest of New Zealand,['Kevin Mackay'],2022-09-15,Scholix,"Mackay, K.A. (2022) There is no geophysical evidence for the Mahuika Crater on the continental shelf southwest of New Zealand. New Zealand Journal of Geology and Geophysics 67, 138–145. https://doi.org/10.1080/00288306.2022.2121288
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1080/00288306.2022.2121288,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/rs14122913,journal-article,Ocean–Atmosphere Variability in the Northwest Atlantic Ocean during Active Marine Heatwave Years,"['Corinne Trott', 'SUBRAHMANYAM BULUSU', 'Lydia Duncan Sims']",2022-06-18,Scholix,"Sims, L.D., Subrahmanyam, B. & Trott, C.B. (2022) Ocean–Atmosphere Variability in the Northwest Atlantic Ocean during Active Marine Heatwave Years. Remote Sensing 14, 2913. https://doi.org/10.3390/rs14122913
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/rs14122913,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1016/j.pocean.2022.102849,journal-article,Persistent zooplankton bioregions reflect long-term consistency of community composition and oceanographic drivers in the NE Pacific,"['Patrick R. Pata', 'Moira Galbraith', 'Kelly Young', 'Andrew R. Margolin', 'R. Ian Perry', 'Brian P.V. Hunt']",2022-08-01,Scholix,"Pata, P.R., Galbraith, M., Young, K., Margolin, A.R., Perry, R.I. & Hunt, B.P.V. (2022) Persistent zooplankton bioregions reflect long-term consistency of community composition and oceanographic drivers in the NE Pacific. Progress in Oceanography 206, 102849. https://doi.org/10.1016/j.pocean.2022.102849
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1016/j.pocean.2022.102849,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/jmse10060793,journal-article,The Influence of Bathymetry on Regional Marine Geoid Modeling in Northern Europe,['Sander Varbla'],2022-06-09,Scholix,"Varbla, S. (2022) The Influence of Bathymetry on Regional Marine Geoid Modeling in Northern Europe. Journal of Marine Science and Engineering 10, 793. https://doi.org/10.3390/jmse10060793
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/jmse10060793,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.21203/rs.3.rs-2025730/v1,posted-content,Assessing 3-D climatic stability of world’s marine protected areas,"['Amalia Kyprioti', 'Aggeliki Doxa', 'Vasiliki Almpanidou', 'Antonios D. Mazaris']",2022-09-13,Scholix,"Kyprioti, A., Doxa, A., Almpanidou, V. & Mazaris, A.D. (2022) Assessing 3-D climatic stability of world’s marine protected areas. https://doi.org/10.21203/rs.3.rs-2025730/v1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.21203/rs.3.rs-2025730/v1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/jmse10101414,journal-article,The Impact of the Caroline Ridge Subduction on the Geomorphological Characteristics of Major Landforms in the Yap Subduction Zone,"['Peter Sangana', 'Qin Gao', 'Zilong Li']",2022-10-03,Scholix,"Sangana, P., Gao, Q. & Li, Z. (2022) The Impact of the Caroline Ridge Subduction on the Geomorphological Characteristics of Major Landforms in the Yap Subduction Zone. Journal of Marine Science and Engineering 10, 1414. https://doi.org/10.3390/jmse10101414
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/jmse10101414,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3389/feart.2021.776925,journal-article,"Trace Element and Isotope Systematics in Vent Fluids and Sulphides From Maka Volcano, North Eastern Lau Spreading Centre: Insights Into Three-Component Fluid Mixing","['Lukas Klose', 'Lukas Klose', 'Manuel Keith', 'Daniel Hafermaas', 'Charlotte Kleint', 'Charlotte Kleint', 'Charlotte Kleint', 'Wolfgang Bach', 'Wolfgang Bach', 'Alexander Diehl', 'Alexander Diehl', 'Frederike Wilckens', 'Frederike Wilckens', 'Christian Peters', 'Harald Strauss', 'Reiner Klemd', 'Robert van Geldern', 'Karsten Matthias Haase', 'Andrea Koschinsky', 'Andrea Koschinsky']",2021-12-07,Scholix,"Klose, L., Keith, M., Hafermaas, D., et al. (2021) Trace Element and Isotope Systematics in Vent Fluids and Sulphides From Maka Volcano, North Eastern Lau Spreading Centre: Insights Into Three-Component Fluid Mixing. Frontiers in Earth Science 9. https://doi.org/10.3389/feart.2021.776925
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3389/feart.2021.776925,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1093/icesjms/fsab212,journal-article,Whale depredation in the South Georgia Patagonian toothfish (Dissostichus eleginoides) fishery in the South Atlantic: a comparison of estimation methods,"['Marta Söffker', 'Christopher Darby', 'Eleanor MacLeod', 'Timothy Earl', 'Félix Massiot-Granier', 'Nico Gasco', 'Paul Tixier']",2021-12-01,Scholix,"Earl, T., MacLeod, E., Söffker, M., Gasco, N., Massiot-Granier, F., Tixier, P. & Darby, C. (2021) Whale depredation in the South Georgia Patagonian toothfish (Dissostichus eleginoides) fishery in the South Atlantic: a comparison of estimation methods. ed. by S. Northridge. ICES Journal of Marine Science 78, 3817–3833. https://doi.org/10.1093/icesjms/fsab212
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1093/icesjms/fsab212,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.5194/npg-28-445-2021,journal-article,Enhanced diapycnal mixing with polarity-reversing internal solitary waves revealed by seismic reflection data,"['Kun Zhang', 'Zhongxiang Zhao', 'Haibin Song', 'Yunyan Kuang', 'Wenhao Fan', 'Yongxian Guan', 'Yi Gong']",2021-09-14,Scholix,"Gong, Y., Song, H., Zhao, Z., Guan, Y., Zhang, K., Kuang, Y. & Fan, W. (2021) Enhanced diapycnal mixing with polarity-reversing internal solitary waves revealed by seismic reflection data. Nonlinear Processes in Geophysics 28, 445–465. https://doi.org/10.5194/npg-28-445-2021
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.5194/npg-28-445-2021,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/w14172729,journal-article,The Northern Adriatic Forecasting System for Circulation and Biogeochemistry: Implementation and Preliminary Results,"['Isabella Scroccaro', 'Marco Zavatarelli', 'Tomas Lovato', 'Piero Lanucara', 'Andrea Valentini']",2022-09-01,Scholix,"Scroccaro, I., Zavatarelli, M., Lovato, T., Lanucara, P. & Valentini, A. (2022) The Northern Adriatic Forecasting System for Circulation and Biogeochemistry: Implementation and Preliminary Results. Water 14, 2729. https://doi.org/10.3390/w14172729
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/w14172729,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1007/s00227-022-04111-1,journal-article,"Long-term changes in adult size of green turtles at Aldabra Atoll and implications for clutch size, sexual dimorphism and growth rates","['Jeanne A. Mortimer', 'Jennifer Appoo', 'Bruno Bautil', 'Michael Betts', 'April J. Burt', 'Roselle Chapman', 'Jock C. Currie', 'Naomi Doak', 'Nicole Esteban', 'Anna Liljevik', 'Jourdan Terence Mahoune', 'Catherina Onezia', 'Pierre Pistorius', 'Heather Richards', 'Uzice Samedi', 'Cheryl L. Sanchez', 'Wendy Seabrook', 'Alex Underwood', 'Janske van de Crommenacker', 'Rainer von Brandis', 'Graeme C. Hays']",2022-01-01,Scholix,"Mortimer, J.A., Appoo, J., Bautil, B., et al. (2022) Long-term changes in adult size of green turtles at Aldabra Atoll and implications for clutch size, sexual dimorphism and growth rates. Marine Biology 169. https://doi.org/10.1007/s00227-022-04111-1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1007/s00227-022-04111-1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3389/fmars.2022.856992,journal-article,"Hadal Biodiversity, Habitats and Potential Chemosynthesis in the Java Trench, Eastern Indian Ocean","['Alan J. Jamieson', 'Heather A. Stewart', 'Johanna N. J. Weston', 'Patrick Lahey', 'Victor L. Vescovo']",2022-03-08,Scholix,"Jamieson, A.J., Stewart, H.A., Weston, J.N.J., Lahey, P. & Vescovo, V.L. (2022) Hadal Biodiversity, Habitats and Potential Chemosynthesis in the Java Trench, Eastern Indian Ocean. Frontiers in Marine Science 9. https://doi.org/10.3389/fmars.2022.856992
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3389/fmars.2022.856992,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022jc018995,journal-article,The Impact of Representations of Realistic Topography on Parameterized Oceanic Lee Wave Energy Flux,"['L. E. Baker', 'A. Mashayek']",2022-10-01,Scholix,"Baker, L.E. & Mashayek, A. (2022) The Impact of Representations of Realistic Topography on Parameterized Oceanic Lee Wave Energy Flux. Journal of Geophysical Research: Oceans 127. https://doi.org/10.1029/2022jc018995
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022jc018995,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1016/j.asr.2022.08.078,journal-article,Analysis of coastal altimetry in the Mexican Caribbean,"['Daniela Palma-Lara', 'Laura Carrillo', 'Armado Trasviña-Castro', 'Oscar Reyes-Mendoza', 'Jonathan Valle-Rodríguez']",2023-01-01,Scholix,"Palma-Lara, D., Carrillo, L., Trasviña-Castro, A., Reyes-Mendoza, O. & Valle-Rodríguez, J. (2023) Analysis of coastal altimetry in the Mexican Caribbean. Advances in Space Research 71, 964–974. https://doi.org/10.1016/j.asr.2022.08.078
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1016/j.asr.2022.08.078,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022jb024207,journal-article,"Earthquakes and Seismic Hazard in Southern New Caledonia, Southwest Pacific","['Shao‐Jinn Chin', 'Rupert Sutherland', 'Martha K. Savage', 'John Townend', 'Julien Collot', 'Bernard Pelletier', 'Olivier Monge', 'Finnigan Illsley‐Kemp']",2022-12-01,Scholix,"Chin, S., Sutherland, R., Savage, M.K., Townend, J., Collot, J., Pelletier, B., Monge, O. & Illsley‐Kemp, F. (2022) Earthquakes and Seismic Hazard in Southern New Caledonia, Southwest Pacific. Journal of Geophysical Research: Solid Earth 127. https://doi.org/10.1029/2022jb024207
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022jb024207,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1371/journal.pcbi.1009613,journal-article,A machine learning pipeline for classification of cetacean echolocation clicks in large underwater acoustic datasets.,['Kaitlin E. Frasier'],2021-12-03,Scholix,"Frasier, K.E. (2021) A machine learning pipeline for classification of cetacean echolocation clicks in large underwater acoustic datasets. ed. by H. Klinck. PLOS Computational Biology 17, e1009613. https://doi.org/10.1371/journal.pcbi.1009613
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1371/journal.pcbi.1009613,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1134/s1028334x22070121,journal-article,Mosaic of Deformed Tectonic Blocks in the Central Basin of the Indian Ocean,"['O. V. Levchenko', 'I. A. Veklich']",2022-07-01,Scholix,"Levchenko, O.V. & Veklich, I.A. (2022) Mosaic of Deformed Tectonic Blocks in the Central Basin of the Indian Ocean. Doklady Earth Sciences 505, 465–470. https://doi.org/10.1134/s1028334x22070121
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1134/s1028334x22070121,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/15564894.2022.2030826,journal-article,Coastal paleolandscapes of far southern Peru: Implications for Late Pleistocene human settlement,"['Ana C. Londono', 'Susan D. deFrance', 'Megan E. LeBlanc']",2022-02-27,Scholix,"Londono, A.C., deFrance, S.D. & LeBlanc, M.E. (2022) Coastal paleolandscapes of far southern Peru: Implications for Late Pleistocene human settlement. The Journal of Island and Coastal Archaeology 19, 211–228. https://doi.org/10.1080/15564894.2022.2030826
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1080/15564894.2022.2030826,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1007/s00024-022-03154-1,journal-article,The 2022 Hunga Tonga-Hunga Ha’apai Volcano Air-Wave Generated Tsunami,"['Aditya Riadi Gusman', 'Jean Roger', 'Chris Noble', 'Xiaoming Wang', 'William Power', 'David Burbidge']",2022-09-26,Scholix,"Gusman, A.R., Roger, J., Noble, C., Wang, X., Power, W. & Burbidge, D. (2022) The 2022 Hunga Tonga-Hunga Ha’apai Volcano Air-Wave Generated Tsunami. Pure and Applied Geophysics 179, 3511–3525. https://doi.org/10.1007/s00024-022-03154-1
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1007/s00024-022-03154-1,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3354/meps14054,journal-article,The Arctic tern Sterna paradisaea: consistency and variability in spatial use at a global oceanographic scale,"['CPF Redfern', 'RM Bevan']",2022-06-16,Scholix,"Redfern, C. & Bevan, R. (2022) The Arctic tern Sterna paradisaea: consistency and variability in spatial use at a global oceanographic scale. Marine Ecology Progress Series 691, 151–171. https://doi.org/10.3354/meps14054
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3354/meps14054,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022jg006814,journal-article,Sediment Accumulation and Carbon Burial in Four Hadal Trench Systems,"['Oguri, Kazumasa', 'Masqué Barri, Pere', 'Zabel, Matthias', 'Stewart, Heather A.', 'MacKinnon, Gillian', 'Rowden, Ashley A.', 'Berg, Peter', 'Wenzhöfer, Frank', 'Glud, Ronnie N.', 'Universitat Autònoma de Barcelona. Departament de Física']",2022-10-01,Scholix,"Oguri, K., Masqué, P., Zabel, M., Stewart, H.A., MacKinnon, G., Rowden, A.A., Berg, P., Wenzhöfer, F. & Glud, R.N. (2022) Sediment Accumulation and Carbon Burial in Four Hadal Trench Systems. Journal of Geophysical Research: Biogeosciences 127. https://doi.org/10.1029/2022jg006814
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1029/2022jg006814,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1007/s12601-022-00086-8,journal-article,Estimation of Seasonal Representation of the Sea Water Temperature Profile Using Machine Learning and Its Effect on the Prediction of Underwater Acoustic Detection Performance,"['Nayoung Park', 'Young-Gyu Kim', 'Kyeong Ok Kim', 'Su-Uk Son', 'JongJin Park', 'Young Ho Kim']",2022-08-12,Scholix,"Park, N., Kim, Y.-G., Kim, K.O., Son, S.-U., Park, J. & Kim, Y.H. (2022) Estimation of Seasonal Representation of the Sea Water Temperature Profile Using Machine Learning and Its Effect on the Prediction of Underwater Acoustic Detection Performance. Ocean Science Journal 57, 528–540. https://doi.org/10.1007/s12601-022-00086-8
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1007/s12601-022-00086-8,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/jmse10081025,journal-article,Prediction of Wave Energy Flux in the Bohai Sea through Automated Machine Learning,"['Hengyi Yang', 'Hao Wang', 'Yong Ma', 'Minyi Xu']",2022-07-26,Scholix,"Yang, H., Wang, H., Ma, Y. & Xu, M. (2022) Prediction of Wave Energy Flux in the Bohai Sea through Automated Machine Learning. Journal of Marine Science and Engineering 10, 1025. https://doi.org/10.3390/jmse10081025
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.3390/jmse10081025,
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1134/s0016852122030050,journal-article,Active Tectonics of the Eastern Arctic: New Data from Geological and Geophysical Studies at Cape Thomas (West of Wrangel Island),"['A. N. Ovsyuchenko', 'D. E. Edemsky', 'R. A. Zhostkov']",2022-06-01,Scholix,"Ovsyuchenko, A.N., Edemsky, D.E. & Zhostkov, R.A. (2022) Active Tectonics of the Eastern Arctic: New Data from Geological and Geophysical Studies at Cape Thomas (West of Wrangel Island). Geotectonics 56, 265–279. https://doi.org/10.1134/s0016852122030050
",doi.org/10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,doi.org/10.1134/s0016852122030050,
