data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,publication_date,citation_event_source,PubCitationStr,data_doi_url,publication_doi_url,publicationYear
Environmental Information Data Centre (EIDC),10.5285/6a408415-0575-49c6-af69-b568e343266d,"Microsatellite genotype data for five species of bumblebee across an agricultural landscape in Buckinghamshire, UK","['Dreier, S.', 'Redhead, J.W.', 'Warren, I.', 'Bourke, A.F.G.', 'Heard, M.S.', 'Jordan, W.C.', 'Sumner, S.', 'Wang, J.', 'Carvell, C.']",is-referenced-by,10.1890/15-0546.1,journal-article,Effects of habitat composition and landscape structure on worker foraging distances of five bumblebee species,"[['John William', 'Redhead'], ['Stephanie', 'Dreier'], ['Andrew F. G.', 'Bourke'], ['Matthew S.', 'Heard'], ['William C.', 'Jordan'], ['Seirian', 'Sumner'], ['Jinliang', 'Wang'], ['Claire', 'Carvell']]",2015-08-19,DataCite,"Redhead, J.W., Dreier, S., Bourke, A.F.G., Heard, M.S., Jordan, W.C., Sumner, S., Wang, J. & Carvell, C. (2015) Effects of habitat composition and landscape structure on worker foraging distances of five bumblebee species. Ecological Applications, 150819033522003. https://doi.org/10.1890/15-0546.1
",doi.org/10.5285/6a408415-0575-49c6-af69-b568e343266d,doi.org/10.1890/15-0546.1,2014
Environmental Information Data Centre (EIDC),10.5285/6a408415-0575-49c6-af69-b568e343266d,"Microsatellite genotype data for five species of bumblebee across an agricultural landscape in Buckinghamshire, UK","['Dreier, S.', 'Redhead, J.W.', 'Warren, I.', 'Bourke, A.F.G.', 'Heard, M.S.', 'Jordan, W.C.', 'Sumner, S.', 'Wang, J.', 'Carvell, C.']",is-referenced-by,10.1111/mec.12823,journal-article,Fine‐scale spatial genetic structure of common and declining bumble bees across an agricultural landscape,"[['Stephanie', 'Dreier'], ['John W.', 'Redhead'], ['Ian A.', 'Warren'], ['Andrew F. G.', 'Bourke'], ['Matthew S.', 'Heard'], ['William C.', 'Jordan'], ['Seirian', 'Sumner'], ['Jinliang', 'Wang'], ['Claire', 'Carvell']]",2014-07-01,DataCite,"Dreier, S., Redhead, J.W., Warren, I.A., Bourke, A.F.G., Heard, M.S., Jordan, W.C., Sumner, S., Wang, J. & Carvell, C. (2014) Fine‐scale spatial genetic structure of common and declining bumble bees across an agricultural landscape. Molecular Ecology 23, 3384–3395. https://doi.org/10.1111/mec.12823
",doi.org/10.5285/6a408415-0575-49c6-af69-b568e343266d,doi.org/10.1111/mec.12823,2014
Environmental Information Data Centre (EIDC),10.5285/8385f864-dd41-410f-b248-028f923cb281,UK Environmental Change Network (ECN) carabid beetle data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",references,10.1126/science.aax9931,journal-article,Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances,"[['Roel', 'van Klink'], ['Diana E.', 'Bowler'], ['Konstantin B.', 'Gongalsky'], ['Ann B.', 'Swengel'], ['Alessandro', 'Gentile'], ['Jonathan M.', 'Chase']]",2020-10-21,CrossRef,"van Klink, R., Bowler, D.E., Gongalsky, K.B., Swengel, A.B., Gentile, A. & Chase, J.M. (2020) Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. Science 368, 417–420. https://doi.org/10.1126/science.aax9931
",doi.org/10.5285/8385f864-dd41-410f-b248-028f923cb281,doi.org/10.1126/science.aax9931,2017
Environmental Information Data Centre (EIDC),10.5285/8385f864-dd41-410f-b248-028f923cb281,UK Environmental Change Network (ECN) carabid beetle data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,journal-article,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",2020-01-14,DataCite,"Rennie, S., Andrews, C., Atkinson, S., et al. (2020) The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015). Earth System Science Data 12, 87–107. https://doi.org/10.5194/essd-12-87-2020
",doi.org/10.5285/8385f864-dd41-410f-b248-028f923cb281,doi.org/10.5194/essd-12-87-2020,2017
Environmental Information Data Centre (EIDC),10.5285/8385f864-dd41-410f-b248-028f923cb281,UK Environmental Change Network (ECN) carabid beetle data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-2019-74,posted-content,The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",2019-06-12,DataCite,"Rennie, S., Andrews, C., Atkinson, S., et al. (2019) The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015). https://doi.org/10.5194/essd-2019-74
",doi.org/10.5285/8385f864-dd41-410f-b248-028f923cb281,doi.org/10.5194/essd-2019-74,2017
Environmental Information Data Centre (EIDC),10.5285/aff433be-0869-4393-b765-9e6faad2a12b,UK Environmental Change Network (ECN) spittle bug data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",references,10.1126/science.aax9931,journal-article,Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances,"[['Roel', 'van Klink'], ['Diana E.', 'Bowler'], ['Konstantin B.', 'Gongalsky'], ['Ann B.', 'Swengel'], ['Alessandro', 'Gentile'], ['Jonathan M.', 'Chase']]",2020-10-21,CrossRef,"van Klink, R., Bowler, D.E., Gongalsky, K.B., Swengel, A.B., Gentile, A. & Chase, J.M. (2020) Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. Science 368, 417–420. https://doi.org/10.1126/science.aax9931
",doi.org/10.5285/aff433be-0869-4393-b765-9e6faad2a12b,doi.org/10.1126/science.aax9931,2018
Environmental Information Data Centre (EIDC),10.5285/aff433be-0869-4393-b765-9e6faad2a12b,UK Environmental Change Network (ECN) spittle bug data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,journal-article,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",2020-01-14,DataCite,"Rennie, S., Andrews, C., Atkinson, S., et al. (2020) The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015). Earth System Science Data 12, 87–107. https://doi.org/10.5194/essd-12-87-2020
",doi.org/10.5285/aff433be-0869-4393-b765-9e6faad2a12b,doi.org/10.5194/essd-12-87-2020,2018
Environmental Information Data Centre (EIDC),10.5285/aff433be-0869-4393-b765-9e6faad2a12b,UK Environmental Change Network (ECN) spittle bug data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-2019-74,posted-content,The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",2019-06-12,DataCite,"Rennie, S., Andrews, C., Atkinson, S., et al. (2019) The UK Environmental Change Network datasets – integrated and co-located  data for long-term environmental research (1993–2015). https://doi.org/10.5194/essd-2019-74
",doi.org/10.5285/aff433be-0869-4393-b765-9e6faad2a12b,doi.org/10.5194/essd-2019-74,2018
Environmental Information Data Centre (EIDC),10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,UK Environmental Change Network (ECN) butterfly data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",references,10.1126/science.aax9931,journal-article,Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances,"[['Roel', 'van Klink'], ['Diana E.', 'Bowler'], ['Konstantin B.', 'Gongalsky'], ['Ann B.', 'Swengel'], ['Alessandro', 'Gentile'], ['Jonathan M.', 'Chase']]",2020-10-21,CrossRef,"van Klink, R., Bowler, D.E., Gongalsky, K.B., Swengel, A.B., Gentile, A. & Chase, J.M. (2020) Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances. Science 368, 417–420. https://doi.org/10.1126/science.aax9931
",doi.org/10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,doi.org/10.1126/science.aax9931,2017
Environmental Information Data Centre (EIDC),10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,UK Environmental Change Network (ECN) butterfly data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",references,10.1101/2022.07.05.498812,posted-content,Local changes dominate variation in biotic homogenization and differentiation,"[['Shane A.', 'Blowes'], ['Brian', 'McGill'], ['Viviana', 'Brambilla'], ['Cher F. Y.', 'Chow'], ['Thore', 'Engel'], ['Ada', 'Fontrodona-Eslava'], ['Inês S.', 'Martins'], ['Daniel', 'McGlinn'], ['Faye', 'Moyes'], ['Alban', 'Sagouis'], ['Hideyasu', 'Shimadzu'], ['Roel', 'van Klink'], ['Wu-Bing', 'Xu'], ['Nicholas J.', 'Gotelli'], ['Anne', 'Magurran'], ['Maria', 'Dornelas'], ['Jonathan M.', 'Chase']]",2022-07-07,CrossRef,"Blowes, S.A., McGill, B., Brambilla, V., et al. (2022) Local changes dominate variation in biotic homogenization and differentiation. https://doi.org/10.1101/2022.07.05.498812
",doi.org/10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,doi.org/10.1101/2022.07.05.498812,2017
Environmental Information Data Centre (EIDC),10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,UK Environmental Change Network (ECN) butterfly data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,journal-article,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",2020-01-14,DataCite,"Rennie, S., Andrews, C., Atkinson, S., et al. (2020) The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015). Earth System Science Data 12, 87–107. https://doi.org/10.5194/essd-12-87-2020
",doi.org/10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,doi.org/10.5194/essd-12-87-2020,2017
Environmental Information Data Centre (EIDC),10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,UK Environmental Change Network (ECN) butterfly data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",is-referenced-by,10.5194/egusphere-egu2020-4613,posted-content,State tagging for improved earth and environmental data quality assurance,"[['Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",2020-03-09,DataCite,"Tso, M., Henrys, P., Rennie, S. & Watkins, J. (2020) State tagging for improved earth and environmental data quality assurance. https://doi.org/10.5194/egusphere-egu2020-4613
",doi.org/10.5285/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,doi.org/10.5194/egusphere-egu2020-4613,2017
