data_doi,data_title,data_authors,publicationYear,dates,registered,source-id,relation-type-id,subj_id,occurred-at,Page endpoint,pub_Title,pub_authors,publisher,pub_type,pub_date,pub_doi,data_publisher
10.5285/d329f4d6-95ba-4134-b77a-a377e0755653,Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2012) [CHESS-PE],"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Finch, J.', 'Rudd, A.C.']",2015,"[{'date': '2015-11-12', 'dateType': 'Submitted'}, {'date': '2015-09-24', 'dateType': 'Created'}, {'date': '2015', 'dateType': 'Issued'}]",2015-11-12T17:12:34.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.5194/hess-21-459-2017,2024-01-04T17:51:04.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Towards a simple representation of chalk hydrology in land surface modelling,"[['Mostaquimur', 'Rahman'], ['Rafael', 'Rosolem']]",journal-article,journal-article,"[[2017, 1, 25]]",10.5194/hess-21-459-2017,Environmental Information Data Centre (EIDC)
10.5285/d329f4d6-95ba-4134-b77a-a377e0755653,Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2012) [CHESS-PE],"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Finch, J.', 'Rudd, A.C.']",2015,"[{'date': '2015-11-12', 'dateType': 'Submitted'}, {'date': '2015-09-24', 'dateType': 'Created'}, {'date': '2015', 'dateType': 'Issued'}]",2015-11-12T17:12:34.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.2166/ws.2018.044,2024-01-04T17:51:04.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Predictive modelling of water losses using random forests on weather covariates,"[['J. M.', 'Jenkins'], ['M.', 'Kowalski'], ['E. F. S.', 'Alvarenga']]",journal-article,journal-article,"[[2018, 2, 21]]",10.2166/ws.2018.044,Environmental Information Data Centre (EIDC)
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",2017,"[{'date': '2017-02-07', 'dateType': 'Submitted'}, {'date': '2017-01-15', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-02-08T09:56:26.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3390/agronomy11020314,2024-04-19T09:43:57.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Combining Process Modelling and LAI Observations to Diagnose Winter Wheat Nitrogen Status and Forecast Yield,"[['Andrew', 'Revill'], ['Vasileios', 'Myrgiotis'], ['Anna', 'Florence'], ['Stephen', 'Hoad'], ['Robert', 'Rees'], ['Alasdair', 'MacArthur'], ['Mathew', 'Williams']]",journal-article,journal-article,"[[2021, 2, 12]]",10.3390/agronomy11020314,Environmental Information Data Centre (EIDC)
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",2017,"[{'date': '2017-02-07', 'dateType': 'Submitted'}, {'date': '2017-01-15', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-02-08T09:56:26.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3389/fsufs.2019.00042,2024-04-19T09:43:57.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,A Generic Approach for Live Prediction of the Risk of Agricultural Field Runoff and Delivery to Watercourses: Linking Parsimonious Soil-Water-Connectivity Models With Live Weather Data Apis in Decision Tools,"[['Alexis', 'Comber'], ['Adrian L.', 'Collins'], ['David', 'Haro-Monteagudo'], ['Tim', 'Hess'], ['Yusheng', 'Zhang'], ['Andrew', 'Smith'], ['Andrew', 'Turner']]",journal-article,journal-article,"[[2019, 6, 4]]",10.3389/fsufs.2019.00042,Environmental Information Data Centre (EIDC)
10.5285/b745e7b1-626c-4ccc-ac27-56582e77b900,Climate hydrology and ecology research support system meteorology dataset for Great Britain (1961-2015) [CHESS-met] v1.2,"['Robinson, E.L.', 'Blyth, E.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Finch, J.', 'Rudd, A.C.']",2017,"[{'date': '2017-02-07', 'dateType': 'Submitted'}, {'date': '2017-01-15', 'dateType': 'Created'}, {'date': '2017', 'dateType': 'Issued'}]",2017-02-08T09:56:26.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.2166/bgs.2022.021,2024-04-19T09:43:57.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Ecosystem services provided by urban ponds and green spaces: a detailed study of a semi-natural site with global importance for research,"[['Vladimir', 'Krivtsov'], ['Heather', 'Forbes'], ['Steve', 'Birkinshaw'], ['Valerie', 'Olive'], ['David', 'Chamberlain'], ['Jim', 'Buckman'], ['Rebecca', 'Yahr'], ['Scott', 'Arthur'], ['Derek', 'Christie'], ['Yamina', 'Monteiro'], ['Cameron', 'Diekonigin']]",journal-article,journal-article,"[[2022, 3, 16]]",10.2166/bgs.2022.021,Environmental Information Data Centre (EIDC)
10.5285/1d78e01a-a9c1-4371-8482-1c1b57d9661f,"Land Cover Map 2007 (vector, GB)","['Morton, R.D.', 'Rowland, C.', 'Wood, C.', 'Meek, L.', 'Marston, G.', 'Smith, G.', 'Wadsworth, R.', 'Simpson, I.']",2011,"[{'date': '2011-04-08', 'dateType': 'Submitted'}, {'date': '2011', 'dateType': 'Issued'}]",2011-09-20T11:11:19.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.geomorph.2014.09.016,2024-04-19T08:33:15.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,The uncertainties associated with sediment fingerprinting suspended and recently deposited fluvial sediment in the Nene river basin,"[['Simon', 'Pulley'], ['Ian', 'Foster'], ['Paula', 'Antunes']]",journal-article,journal-article,"[[2014, 9, 28]]",10.1016/j.geomorph.2014.09.016,Environmental Information Data Centre (EIDC)
10.5285/9116e565-2c0a-455b-9c68-558fdd9179ad,Climate hydrology and ecology research support system potential evapotranspiration dataset for Great Britain (1961-2017) [CHESS-PE],"['Robinson, E.L.', 'Blyth, E.M.', 'Clark, D.B.', 'Comyn-Platt, E.', 'Rudd, A.C.']",2020,"[{'date': '2020-06-18', 'dateType': 'Submitted'}, {'date': '2020', 'dateType': 'Issued'}]",2020-06-22T15:42:22.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.scitotenv.2022.155042,2024-04-19T08:36:18.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Understanding the accuracy of modelled changes in freshwater provision over time,"[['Arjan S.', 'Gosal'], ['Paul M.', 'Evans'], ['James M.', 'Bullock'], ['John', 'Redhead'], ['Matthew B.', 'Charlton'], ['Anna F.', 'Cord'], ['Andrew', 'Johnson'], ['Guy', 'Ziv']]",journal-article,journal-article,"[[2022, 4, 5]]",10.1016/j.scitotenv.2022.155042,Environmental Information Data Centre (EIDC)
10.5285/e4cf73b0-eef6-4118-a018-40eb374f5de7,"Soil survey of Moor House, 1965","['Hornung, M.', 'Rennie, S.']",2018,"[{'date': '2018-02-27', 'dateType': 'Submitted'}, {'date': '2018-02-22', 'dateType': 'Created'}, {'date': '2018', 'dateType': 'Issued'}]",2018-03-02T10:32:46.000Z,datacite-url,is-referenced-by,http://etheses.dur.ac.uk/9262,2023-11-09T16:46:44.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,not a doi,not a doi,not a doi,not a doi,Info not given,http://etheses.dur.ac.uk/9262,Environmental Information Data Centre (EIDC)
10.5285/d6c3cc3c-a7b7-48b2-9e61-d07454639656,"Topsoil particle size distribution from the Glastir Monitoring and Evaluation Programme, Wales 2013-2016","['Lebron, I.', 'Seaton, F.', 'Barrett, G.', 'Alison, J.', 'Burden, A.', 'Emmett, B.A.', 'Garbutt, A.', 'Robinson, D.A.', 'Williams, B.', 'Wood, C.M.']",2020,"[{'date': '2020-04-22', 'dateType': 'Submitted'}, {'date': '2020', 'dateType': 'Issued'}]",2020-04-22T16:06:21.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1038/s41598-022-11099-7,2024-05-13T07:43:48.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Analytical modelling of soil porosity and bulk density across the soil organic matter and land-use continuum,"[['D. A.', 'Robinson'], ['A.', 'Thomas'], ['S.', 'Reinsch'], ['I.', 'Lebron'], ['C. J.', 'Feeney'], ['L. C.', 'Maskell'], ['C. M.', 'Wood'], ['F. M.', 'Seaton'], ['B. A.', 'Emmett'], ['B. J.', 'Cosby']]",journal-article,journal-article,"[[2022, 4, 30]]",10.1038/s41598-022-11099-7,Environmental Information Data Centre (EIDC)
10.5285/181a7dd5-0fd4-482a-afce-0fa6875b5fb3,Modelled average percentage yield loss due to ozone damage for four global staple crops (2010-2012),"['Sharps, K.', 'Mills, G.', 'Simpson, D.', 'Pleijel, H.', 'Frei, M.', 'Burkey, K.', 'Emberson, L.', 'Uddling, J.', 'Broberg, M.', 'Feng, Z.', 'Kobayashi, K.', 'Agrawal, M.']",2020,"[{'date': '2020-01-24', 'dateType': 'Submitted'}, {'date': '2017-12-15', 'dateType': 'Created'}, {'date': '2020', 'dateType': 'Issued'}]",2020-01-27T09:48:06.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/gcb.14381,2024-03-01T12:22:31.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Closing the global ozone yield gap: Quantification and cobenefits for multistress tolerance,"[['Gina', 'Mills'], ['Katrina', 'Sharps'], ['David', 'Simpson'], ['Håkan', 'Pleijel'], ['Michael', 'Frei'], ['Kent', 'Burkey'], ['Lisa', 'Emberson'], ['Johan', 'Uddling'], ['Malin', 'Broberg'], ['Zhaozhong', 'Feng'], ['Kazuhiko', 'Kobayashi'], ['Madhoolika', 'Agrawal']]",journal-article,journal-article,"[[2018, 8, 7]]",10.1111/gcb.14381,Environmental Information Data Centre (EIDC)
10.5285/181a7dd5-0fd4-482a-afce-0fa6875b5fb3,Modelled average percentage yield loss due to ozone damage for four global staple crops (2010-2012),"['Sharps, K.', 'Mills, G.', 'Simpson, D.', 'Pleijel, H.', 'Frei, M.', 'Burkey, K.', 'Emberson, L.', 'Uddling, J.', 'Broberg, M.', 'Feng, Z.', 'Kobayashi, K.', 'Agrawal, M.']",2020,"[{'date': '2020-01-24', 'dateType': 'Submitted'}, {'date': '2017-12-15', 'dateType': 'Created'}, {'date': '2020', 'dateType': 'Issued'}]",2020-01-27T09:48:06.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/gcb.14157,2024-03-01T12:22:31.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Ozone pollution will compromise efforts to increase global wheat production,"[['Gina', 'Mills'], ['Katrina', 'Sharps'], ['David', 'Simpson'], ['Håkan', 'Pleijel'], ['Malin', 'Broberg'], ['Johan', 'Uddling'], ['Fernando', 'Jaramillo'], ['William J', 'Davies'], ['Frank', 'Dentener'], ['Maurits', 'Van den Berg'], ['Madhoolika', 'Agrawal'], ['Shahibhushan\xa0B.', 'Agrawal'], ['Elizabeth A.', 'Ainsworth'], ['Patrick', 'Büker'], ['Lisa', 'Emberson'], ['Zhaozhong', 'Feng'], ['Harry', 'Harmens'], ['Felicity', 'Hayes'], ['Kazuhiko', 'Kobayashi'], ['Elena', 'Paoletti'], ['Rita', 'Van Dingenen']]",journal-article,journal-article,"[[2018, 3, 31]]",10.1111/gcb.14157,Environmental Information Data Centre (EIDC)
10.5285/9ff5cdca-b504-4994-8b07-5912ee6aff47,"R code to reproduce analyses of aboveground carbon stocks and associated plant diversity in fragmented and continuous forest sites in Sabah, Malaysian Borneo, 2017","['Fleiss, S.']",2020,"[{'date': '2020-06-15', 'dateType': 'Submitted'}, {'date': '2020-06-02', 'dateType': 'Created'}, {'date': '2020', 'dateType': 'Issued'}]",2020-06-16T07:41:15.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.biocon.2020.108631,2023-02-09T11:21:11.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Conservation set-asides improve carbon storage and support associated plant diversity in certified sustainable oil palm plantations,"[['Susannah', 'Fleiss'], ['Emily H.', 'Waddell'], ['Bernadus', 'Bala Ola'], ['Lindsay F.', 'Banin'], ['Suzan', 'Benedick'], ['Azlin', 'Bin Sailim'], ['Daniel S.', 'Chapman'], ['Ahmad', 'Jelling'], ['Henry', 'King'], ['Colin J.', 'McClean'], ['Kok Loong', 'Yeong'], ['Jane K.', 'Hill']]",journal-article,journal-article,"[[2020, 6, 20]]",10.1016/j.biocon.2020.108631,Environmental Information Data Centre (EIDC)
10.5285/9f097d82-7560-4ed2-af13-604a9110cf6d,"A taxonomic, genetic and ecological data resource for the vascular plants of Britain and Ireland","['Henniges, M.C.', 'Powell, R.F.', 'Mian, S.', 'Stace, C.A.', 'Walker, K.J.', 'Gornall, R.J.', 'Christenhusz, M.J.M.', 'Brown, M.R.', 'Twyford, A.D.', 'Hollingsworth, P.M.', 'Jones, L.', 'De Vere, N.', 'Antonelli, A.', 'Leitch, A.R.', 'Leitch, I.J.']",2021,"[{'date': '2021-09-20', 'dateType': 'Submitted'}, {'date': '2021-11-30', 'dateType': 'Available'}, {'date': '2021', 'dateType': 'Issued'}]",2021-04-28T12:22:50.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1038/s41597-021-01104-5,2023-11-30T10:06:51.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"A taxonomic, genetic and ecological data resource for the vascular plants of Britain and Ireland","[['Marie C.', 'Henniges'], ['Robyn F.', 'Powell'], ['Sahr', 'Mian'], ['Clive A.', 'Stace'], ['Kevin J.', 'Walker'], ['Richard J.', 'Gornall'], ['Maarten J. M.', 'Christenhusz'], ['Max R.', 'Brown'], ['Alex D.', 'Twyford'], ['Peter M.', 'Hollingsworth'], ['Laura', 'Jones'], ['Natasha', 'de Vere'], ['Alexandre', 'Antonelli'], ['Andrew R.', 'Leitch'], ['Ilia J.', 'Leitch']]",journal-article,journal-article,"[[2022, 1, 10]]",10.1038/s41597-021-01104-5,Environmental Information Data Centre (EIDC)
10.5285/78bc21a9-39e0-4efc-992c-5587439fe6be,"Predicted erosion hazards to electricity transmission towers in the Mersey River valley under hypothetical future flow scenarios, 2018-2050","['Feeney, C.J.', 'Godfrey, S.', 'Cooper, J.R.', 'Plater, A.J.', 'Dodds, D.']",2022,"[{'date': '2022-10-19', 'dateType': 'Submitted'}, {'date': '2022', 'dateType': 'Issued'}]",2022-10-20T08:44:21.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.crm.2022.100439,2023-11-09T14:50:53.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Forecasting riverine erosion hazards to electricity transmission towers under increasing flow magnitudes,"[['Christopher J.', 'Feeney'], ['Samantha', 'Godfrey'], ['James R.', 'Cooper'], ['Andrew J.', 'Plater'], ['Douglas', 'Dodds']]",journal-article,journal-article,"[[2022, 5, 18]]",10.1016/j.crm.2022.100439,Environmental Information Data Centre (EIDC)
10.5285/0ec7e549-57d4-4e2d-b2d3-2199e1578d84,"Annual estimates of occupancy for bryophytes, lichens and invertebrates in the UK (1970-2015)","['Outhwaite, C.L.', 'Powney, G.D.', 'August, T.A.', 'Chandler, R.E.', 'Rorke, S.', 'Pescott, O.', 'Harvey, M.', 'Roy, H.E.', 'Fox, R.', 'Walker, K.', 'Roy, D.B.', 'Alexander, K.', 'Ball, S.', 'Bantock, T.', 'Barber, T.', 'Beckmann, B.C.', 'Cook, T.', 'Flanagan, J.', 'Fowles, A.', 'Hammond, P.', 'Harvey, P.', 'Hepper, D.', 'Hubble, D.', 'Kramer, J.', 'Lee, P.', 'MacAdam, C.', 'Morris, R.', 'Norris, A.', 'Palmer, S.', 'Plant, C.', 'Simkin, J.', 'Stubbs, A.', 'Sutton, P.', 'Telfer, M.', 'Wallace, I.', 'Isaac, N.J.B.']",2019,"[{'date': '2019-03-01', 'dateType': 'Submitted'}, {'date': '2019', 'dateType': 'Issued'}]",2019-03-07T10:24:21.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1007/s13253-020-00410-6,2023-11-09T16:46:32.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,A Generic Method for Estimating and Smoothing Multispecies Biodiversity Indicators Using Intermittent Data,"[['Stephen N.', 'Freeman'], ['Nicholas J. B.', 'Isaac'], ['Panagiotis', 'Besbeas'], ['Emily B.', 'Dennis'], ['Byron J. T.', 'Morgan']]",journal-article,journal-article,"[[2020, 8, 17]]",10.1007/s13253-020-00410-6,Environmental Information Data Centre (EIDC)
10.5285/0ec7e549-57d4-4e2d-b2d3-2199e1578d84,"Annual estimates of occupancy for bryophytes, lichens and invertebrates in the UK (1970-2015)","['Outhwaite, C.L.', 'Powney, G.D.', 'August, T.A.', 'Chandler, R.E.', 'Rorke, S.', 'Pescott, O.', 'Harvey, M.', 'Roy, H.E.', 'Fox, R.', 'Walker, K.', 'Roy, D.B.', 'Alexander, K.', 'Ball, S.', 'Bantock, T.', 'Barber, T.', 'Beckmann, B.C.', 'Cook, T.', 'Flanagan, J.', 'Fowles, A.', 'Hammond, P.', 'Harvey, P.', 'Hepper, D.', 'Hubble, D.', 'Kramer, J.', 'Lee, P.', 'MacAdam, C.', 'Morris, R.', 'Norris, A.', 'Palmer, S.', 'Plant, C.', 'Simkin, J.', 'Stubbs, A.', 'Sutton, P.', 'Telfer, M.', 'Wallace, I.', 'Isaac, N.J.B.']",2019,"[{'date': '2019-03-01', 'dateType': 'Submitted'}, {'date': '2019', 'dateType': 'Issued'}]",2019-03-07T10:24:21.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.3897/biss.5.75156,2023-11-09T16:46:32.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Practical Considerations for Implementing Species Distribution Essential Biodiversity Variables,"[['Robin', 'Boyd'], ['Nick', 'Isaac'], ['Robert', 'Cooke'], ['Francesca', 'Mancini'], ['Tom', 'August'], ['Gary', 'Powney'], ['Mark', 'Logie'], ['David', 'Roy']]",journal-article,journal-article,"[[2021, 9, 14]]",10.3897/biss.5.75156,Environmental Information Data Centre (EIDC)
10.5285/9948d1b9-caa1-4894-93e6-cc0f4326fced,Nitrous oxide emission factors of mineral fertilisers in the UK and Ireland (1999-2019),"['Cowan, N.']",2021,"[{'date': '2021-04-08', 'dateType': 'Submitted'}, {'date': '2021', 'dateType': 'Issued'}]",2021-04-08T15:20:49.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1016/j.envint.2019.105366,2024-01-05T16:26:09.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Nitrous oxide emission factors of mineral fertilisers in the UK and Ireland: A Bayesian analysis of 20 years of experimental data,"[['Nicholas', 'Cowan'], ['Edward', 'Carnell'], ['Ute', 'Skiba'], ['Ulrike', 'Dragosits'], ['Julia', 'Drewer'], ['Peter', 'Levy']]",journal-article,journal-article,"[[2019, 12, 18]]",10.1016/j.envint.2019.105366,Environmental Information Data Centre (EIDC)
10.5285/a9d713e8-c8d5-4129-8db0-d771443111cf,Bee and flower abundance and diversity and bee pollen foraging data from farms in England,"['Wood, T.', 'Holland, J.M.', 'Goulson, D.']",2016,"[{'date': '2016-06-06', 'dateType': 'Submitted'}, {'date': '2013-05-25', 'dateType': 'Created'}, {'date': '2016', 'dateType': 'Issued'}]",2016-06-06T10:54:12.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1007/s10531-016-1191-x,2023-12-22T15:03:44.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Diet characterisation of solitary bees on farmland: dietary specialisation predicts rarity,"[['T. J.', 'Wood'], ['J. M.', 'Holland'], ['D.', 'Goulson']]",journal-article,journal-article,"[[2016, 8, 20]]",10.1007/s10531-016-1191-x,Environmental Information Data Centre (EIDC)
10.5285/d347ed22-2b57-4dce-88e3-31a4d00d4358,Yield Constraint Score (YCS) for the effect of five crop stresses on global production of four staple food crops,"['Sharps, K.', 'Mills, G.', 'Simpson, D.', 'Pleijel, H.', 'Frei, M.', 'Burkey, K.', 'Emberson, L.', 'Uddling, J.', 'Broberg, M.', 'Feng, Z.', 'Kobayashi, K.', 'Agrawal, M.']",2020,"[{'date': '2020-07-20', 'dateType': 'Submitted'}, {'date': '2020', 'dateType': 'Issued'}]",2020-08-04T08:28:50.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1111/gcb.14381,2024-01-04T17:57:39.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,Closing the global ozone yield gap: Quantification and cobenefits for multistress tolerance,"[['Gina', 'Mills'], ['Katrina', 'Sharps'], ['David', 'Simpson'], ['Håkan', 'Pleijel'], ['Michael', 'Frei'], ['Kent', 'Burkey'], ['Lisa', 'Emberson'], ['Johan', 'Uddling'], ['Malin', 'Broberg'], ['Zhaozhong', 'Feng'], ['Kazuhiko', 'Kobayashi'], ['Madhoolika', 'Agrawal']]",journal-article,journal-article,"[[2018, 8, 7]]",10.1111/gcb.14381,Environmental Information Data Centre (EIDC)
10.5285/d970c095-129a-41ac-9c82-950ab7804581,Denitrification and greenhouse gas emissions in natural and semi-natural terrestrial ecosystems [LTLS],"['Ullah, S.', 'Sgouridis, F.']",2017,"[{'date': '2017-06-28', 'dateType': 'Submitted'}, {'date': '2017', 'dateType': 'Issued'}]",2017-06-28T15:18:27.000Z,datacite-crossref,is-referenced-by,https://doi.org/10.1002/2017jg003783,2024-01-05T16:15:35.000Z,https://api.datacite.org/events?page%5Bcursor%5D=MTY3NTk0MDk2OTEyOCw2MDFmMzBjNS04ZTdmLTQ1NTktYWI0Yy0zYjMzODkzZWQ0ZGM&page%5Bsize%5D=1000&prefix=10.5285&relation-type-id=is-referenced-by&prefix=10.5285&page%5Bsize%5D=1000&relation-type-id=is-referenced-by,"Soil Greenhouse Gas Fluxes, Environmental Controls, and the Partitioning of N<sub>2</sub>O Sources in UK Natural and Seminatural Land Use Types","[['Fotis', 'Sgouridis'], ['Sami', 'Ullah']]",journal-article,journal-article,"[[2017, 9, 25]]",10.1002/2017jg003783,Environmental Information Data Centre (EIDC)
