relationshipType,pubTitle,pubDate,pubID,datasetDOI,datasetTitle,datasetAuthors,datasetPublisher,pubAuthors_processed,PubType
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC287 (-60.31 degN, -36.65 degE, Cruise JR48)",2021-01-13,10.5285/f8f7bbf7-bd86-45e5-bf22-f7fc327c94bf,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,A new method for the determination of absolute abundance of diatoms and other silt-sized sedimentary particles,1994-01-01,10.1007/bf00678093,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),['Reed P. Scherer'],journal-article
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC288 (-59.14 degN, -37.96 degE, Cruise JR48)",2021-01-13,10.5285/a1a6a674-823e-46f9-b345-6635a0e04220,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core U1361A (-64.41 degN, 143.89 degE, IODP Exp. 318)",2021-01-13,10.5285/fe815073-28ee-462d-bee3-09e0da2f3866,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core NBP9802-04 (-64.20 degN, -170.08 degE, Cruise PA9802)",2021-01-13,10.5285/6106dabc-51af-41c5-866c-ce8c9e401fd9,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC288 (-59.14 degN, -37.96 degE, Cruise JR48)",2021-01-13,10.5285/a1a6a674-823e-46f9-b345-6635a0e04220,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ANTA91-8 (-70.78 degN, 172.83 degE, Cruise ANTA91) - VERSION 2",2021-06-25,10.5285/bda782a6-e89a-41a6-8791-f28001bc5d11,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Accumulation of biogenic and lithogenic material in the Pacific sector of the Southern Ocean during the past 40,000 years",2003-03-01,10.1016/s0967-0645(02)00595-7,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Peter W. Kubik', 'Zanna Chase', 'Zanna Chase', 'Zanna Chase', 'Martin Q. Fleisher', 'Robert F. Anderson', 'Robert F. Anderson']",journal-article
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC290 (-55.55 degN, -45.02 degE, Cruise JR48)",2021-01-13,10.5285/d7c00bea-659a-426e-942f-821f6517c449,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core U1361A (-64.41 degN, 143.89 degE, IODP Exp. 318)",2021-01-13,10.5285/fe815073-28ee-462d-bee3-09e0da2f3866,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ANTA91-8 (-70.78 degN, 172.83 degE, Cruise ANTA91)",2021-01-13,10.5285/7731791e-ca4d-43e5-95f7-6e6275e880bf,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ANTA91-8 (-70.78 degN, 172.83 degE, Cruise ANTA91)",2021-01-13,10.5285/7731791e-ca4d-43e5-95f7-6e6275e880bf,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core MD03-2603 (-64.28 degN, 139.38 degE, Cruise MD130)",2021-01-13,10.5285/410f4e27-3214-466f-9de3-e19848d8c5c2,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,PLIOCENE-PLEISTOCENE BENTHIC STACK,2005-01-18,10.1029/2004pa001071,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Maureen E. Raymo', 'Lorraine E. Lisiecki']",journal-article
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC290 (-55.55 degN, -45.02 degE, Cruise JR48)",2021-01-13,10.5285/d7c00bea-659a-426e-942f-821f6517c449,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core PC509 (-68.31 degN, -86.03 degE, Cruise JR179)",2021-01-13,10.5285/324137d3-cfc5-4cf6-a360-1a293a3e9ed6,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core MD03-2603 (-64.28 degN, 139.38 degE, Cruise MD130)",2021-01-13,10.5285/410f4e27-3214-466f-9de3-e19848d8c5c2,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core TPC287 (-60.31 degN, -36.65 degE, Cruise JR48)",2021-01-13,10.5285/f8f7bbf7-bd86-45e5-bf22-f7fc327c94bf,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,"Marine Isotope Stage 5e diatom assemblages in marine sediment core PC509 (-68.31 degN, -86.03 degE, Cruise JR179)",2021-01-13,10.5285/324137d3-cfc5-4cf6-a360-1a293a3e9ed6,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Chadwick, Matthew', 'Allen, Claire']",dataset
IsRelatedTo,Calibration of Cycladophora davisiana events versus oxygen isotope stratigraphy in the subantarctic Atlantic Ocean — a stratigraphic tool for carbonate-poor Quaternary sediments,2001-01-01,10.1016/s0025-3227(01)00141-4,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Dieter K Fütterer', 'Andrea Abelmann', 'Rainer Gersonde', 'Uta Brathauer', 'Hans-Stefan Niebler']",journal-article
IsRelatedTo,(Table S6) Synchronisation of the LR04 stack with EDC isotopic variations on the EDC3 age scale,2013-01-01,10.1594/pangaea.810271,10.5285/05db2c67-99f0-4556-86bf-58b0e84f4cd7,"Marine Isotope Stage 5e diatom assemblages in marine sediment core ELT17-9 (-63.08 degN, -135.12 degE, Cruise ELT17)","['Chadwick, Matthew', 'Allen, Claire']",Polar Data Centre (PDC),"['Parrenin, Frédéric', 'Masson-Delmotte, Valerie', 'Köhler, Peter', 'Raynaud, Dominique', 'Paillard, Didier', 'Schwander, Jakob', 'Barbante, Carlo', 'Landais, Amaelle', 'Wegner, Anna', 'Jouzel, Jean']",dataset
IsRelatedTo,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs.,1997-09-01,10.1093/nar/25.17.3389,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Jinghui Zhang', 'Zheng Zhang', 'Thomas L. Madden', 'Stephen F. Altschul', 'Webb Miller', 'David J. Lipman', 'Alejandro A. Schäffer']",journal-article
IsRelatedTo,"STRING v11: protein-protein association networks with increased coverage, supporting functional discovery in genome-wide experimental datasets.",2019-01-01,10.1093/nar/gky1131,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Christian von Mering', 'Stefan Wyder', 'Lars Juhl Jensen', 'David Lyon', 'Peer Bork', 'Jaime Huerta-Cepas', 'Annika L. Gable', 'John H. Morris', 'Damian Szklarczyk', 'Alexander Junge', 'Nadezhda Tsankova Doncheva', 'Milan Simonovic']",journal-article
IsRelatedTo,RSEM: accurate transcript quantification from RNA-Seq data with or without a reference genome,2011-08-04,10.1186/1471-2105-12-323,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Bo Li', 'Colin N. Dewey']",journal-article
IsRelatedTo,DEGseq: an R package for identifying differentially expressed genes from RNA-seq data,2009-10-27,10.1093/bioinformatics/btp612,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Xi Wang', 'Xiao-Wo Wang', 'Xuegong Zhang', 'Zhixing Feng', 'Likun Wang']",journal-article
IsRelatedTo,Gene ontology analysis for RNA-seq: accounting for selection bias,2010-01-01,10.1186/gb-2010-11-2-r14,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Matthew Wakefield', 'Matthew D. Young', 'Alicia Oshlack', 'Gordon K. Smyth']",journal-article
IsRelatedTo,Fast and sensitive protein alignment using DIAMOND,2014-04-29,10.1038/nmeth.3176,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Daniel H. Huson', 'Chao Xie', 'Benjamin Buchfink']",journal-article
IsRelatedTo,KAAS: an automatic genome annotation and pathway reconstruction server,2007-05-08,10.1093/nar/gkm321,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Minoru Kanehisa', 'Shujiro Okuda', 'Masumi Itoh', 'Akiyasu C. Yoshizawa', 'Yuki Moriya']",journal-article
IsRelatedTo,Full-length transcriptome assembly from RNA-Seq data without a reference genome.,2011-05-15,10.1038/nbt.1883,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Manfred Grabherr', 'Zehua Chen', 'Qiandong Zeng', 'Joshua Z. Levin', 'Nir Hacohen', 'Bruce W. Birren', 'Andreas Gnirke', 'Lin Fan', 'Xian Adiconis', 'Brian J. Haas', 'Nir Friedman', 'Kerstin Lindblad-Toh', 'Kerstin Lindblad-Toh', 'Aviv Regev', 'Dawn Thompson', 'Chad Nusbaum', 'Moran Yassour', 'Moran Yassour', 'Evan Mauceli', 'Nicholas Rhind', 'Ido Amit', 'Federica Di Palma', 'Raktima Raychowdhury']",journal-article
IsRelatedTo,The Pfam protein families database,2007-12-23,10.1093/nar/gkm960,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Finn, R.D.', 'Tate, J.', 'Mistry, J.', 'Coggill, P.C.', 'Sammut, S.J.', 'Hotz, H.R.', 'Ceric, G.', 'Forslund, K.', 'Eddy, S.R.', 'Sonnhammer, E.L.L.', 'Bateman, A.']",journal-article
IsRelatedTo,High-throughput functional annotation and data mining with the Blast2GO suite.,2008-01-01,10.1093/nar/gkn176,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Joaquín Dopazo', 'Ana Conesa', 'Shivashankar H. Nagaraj', 'Juan M. García-Gómez', 'María José Nueda', 'Manuel Talon', 'Javier Terol', 'Stefan Götz', 'Montserrat Robles', 'Tim D. Williams']",journal-article
IsRelatedTo,KEGG for linking genomes to life and the environment,2007-12-14,10.1093/nar/gkm882,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Minoru Kanehisa', 'Masahiro Hattori', 'Susumu Goto', 'Masumi Itoh', 'Toshiaki Katayama', 'Shujiro Okuda', 'Shuichi Kawashima', 'Yoshihiro Yamanishi', 'Toshiaki Tokimatsu', 'Michihiro Araki', 'Mika Hirakawa']",journal-article
IsRelatedTo,Automated genome annotation and pathway identification using the KEGG Orthology (KO) as a controlled vocabulary,2005-04-09,10.1093/bioinformatics/bti430,10.5285/26ddb511-3050-4d87-9e13-d034262ca566,Resilience in Greenland intertidal Mytilus: The hidden stress defense,"['Clark, Melody', 'Peck, Lloyd', 'Thyrring, Jakob']",Polar Data Centre (PDC),"['Liping Wei', 'Xizeng Mao', 'Tao Cai', 'John G. Olyarchuk']",journal-article
IsRelatedTo,Tropopause-level planetary wave source and its role in two-way troposphere–stratosphere coupling,2020-10-17,10.5194/wcd-1-555-2020,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['Lina Boljka', 'Thomas Birner']",journal-article
IsRelatedTo,Quantifying the variability of the annular modes: reanalysis uncertainty vs. sampling uncertainty,2018-12-06,10.5194/acp-2018-585,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['Edwin P. Gerber', 'Patrick Martineau']",posted-content
IsRelatedTo,Tropopause-level planetary wave source and its role in two-way troposphere–stratosphere coupling,2020-10-17,10.5194/wcd-1-555-2020,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['Lina Boljka', 'Thomas Birner']",journal-article
IsRelatedTo,The influence of the stratospheric Quasi-Biennial Oscillation on trace gas levels at the Earth's surface,2019-12-23,10.1038/s41561-019-0507-3,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['John S. Daniel', 'Eric A. Ray', 'Eric A. Ray', 'Fred L. Moore', 'Fred L. Moore', 'Pengfei Yu', 'Pengfei Yu', 'Robert W. Portmann', 'Stephen A. Montzka', 'Brad Hall', 'Karen H. Rosenlof', 'Geoffrey S. Dutton', 'Geoffrey S. Dutton']",journal-article
IsRelatedTo,On the value of reanalyses prior to 1979 for dynamical studies of stratosphere–troposphere coupling,2019-03-04,10.5194/acp-19-2749-2019,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['Peter Hitchcock', 'Peter Hitchcock']",journal-article
IsRelatedTo,Reply to Anonymous Referee #2,2019-06-27,10.5194/acp-2019-260-ac2,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),['Andreas Chrysanthou'],posted-content
IsRelatedTo,Zonal-mean data set of global atmospheric reanalyses on pressure levels,2018-10-18,2115/72073,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['P. Martineau', 'J. S. Wright', 'N. Zhu', 'N. Zhu', 'M. Fujiwara']",not a doi
IsRelatedTo,Description and Evaluation of the specified-dynamics experiment in the Chemistry-Climate Model Initiative,2020-01-01,10.5194/acp-20-3809-2020,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['C. Orbe', 'D. A. Plummer', 'D. W. Waugh', 'H. Yang', 'H. Yang', 'P. Jöckel', 'D. E. Kinnison', 'B. Josse', 'V. Marecal', 'M. Deushi', 'N. L. Abraham', 'N. L. Abraham', 'A. T. Archibald', 'A. T. Archibald', 'M. P. Chipperfield', 'S. Dhomse', 'W. Feng', 'W. Feng', 'S. Bekki']",journal-article
IsRelatedTo,On the intermittency of orographic gravity wave hotspots and its importance for middle atmosphere dynamics,2020-09-29,10.5194/wcd-1-481-2020,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['Roland Eichinger', 'Roland Eichinger', 'Ales Kuchar', 'Harald E. Rieder', 'Petr Pišoft', 'Christoph Jacobi', 'Petr Šácha', 'Petr Šácha']",journal-article
IsRelatedTo,The effect of atmospheric nudging on the stratospheric residual circulation in chemistry–climate models,2019-03-20,10.5194/acp-2019-260,10.5285/b241a7f536a244749662360bd7839312,S-RIP: Zonal-mean dynamical variables of global atmospheric reanalyses on pressure levels,"['Martineau, Patrick']",Centre for Environmental Data Analysis (CEDA),"['A. Chrysanthou', 'A. C. Maycock', 'M. P. Chipperfield', 'S. Dhomse', 'H. Garny', 'H. Garny', 'D. Kinnison', 'H. Akiyoshi', 'M. Deushi', 'R. R. Garcia', 'P. Jöckel', 'O. Kirner', 'G. Pitari', 'D. A. Plummer', 'L. Revell', 'E. Rozanov', 'E. Rozanov', 'A. Stenke', 'T. Y. Tanaka', 'D. Visioni', 'Y. Yamashita', 'Y. Yamashita']",posted-content
IsRelatedTo,January 2016 extensive summer melt in West Antarctica favoured by strong El Niño,2017-06-15,10.1038/ncomms15799,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Andrew M. Vogelmann', 'Heath Powers', 'Lynn M. Russell', 'Colin Jenkinson', 'Jonathan D. Wille', 'Maria P. Cadeddu', 'Johannes Verlinde', 'Dan Lubin', 'Julien P. Nicolas', 'Aaron B. Wilson', 'David H. Bromwich', 'Maciej Ryczek', 'Ryan C. Scott', 'Gregory Stone']",journal-article
IsRelatedTo,Comparison of brightness temperatures from SSMI instruments on the DMSP F8 and FII satellites for Antarctica and the Greenland ice sheet,1995-05-10,10.1080/01431169508954473,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['C. Otto', 'Konrad Steffen', 'K. C. Jezek', 'Waleed Abdalati']",journal-article
IsRelatedTo,Assessment and development of snowmelt retrieval algorithms over Antarctica from K-band spaceborne brightness temperature (1979-2008),2009-05-01,10.1016/j.rse.2009.01.009,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Marco Tedesco', 'Marco Tedesco', 'Marco Tedesco']",journal-article
IsRelatedTo,"Nimbus-7 SMMR Pathfinder Daily EASE-Grid Brightness Temperatures, Version 1",2000-01-01,10.5067/36slcsczu7n6,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Knowles,  Kenneth', 'Njoku,  Eni', 'Armstrong,  Richard', 'Brodzik,  Mary J.']",dataset
IsRelatedTo,January 2016 extensive summer melt in West Antarctica favoured by strong El Niño,2017-06-15,10.1038/ncomms15799,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Andrew M. Vogelmann', 'Heath Powers', 'Lynn M. Russell', 'Colin Jenkinson', 'Jonathan D. Wille', 'Maria P. Cadeddu', 'Johannes Verlinde', 'Dan Lubin', 'Julien P. Nicolas', 'Aaron B. Wilson', 'David H. Bromwich', 'Maciej Ryczek', 'Ryan C. Scott', 'Gregory Stone']",journal-article
IsRelatedTo,Assessment and development of snowmelt retrieval algorithms over Antarctica from K-band spaceborne brightness temperature (1979-2008),2009-05-01,10.1016/j.rse.2009.01.009,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Marco Tedesco', 'Marco Tedesco', 'Marco Tedesco']",journal-article
IsRelatedTo,Comparison of brightness temperatures from SSMI instruments on the DMSP F8 and FII satellites for Antarctica and the Greenland ice sheet,1995-05-10,10.1080/01431169508954473,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['C. Otto', 'Konrad Steffen', 'K. C. Jezek', 'Waleed Abdalati']",journal-article
IsRelatedTo,"Polar Weather Research and Forecasting (WRF) simulation of West Antarctic climate, summer 1980-2015",2018-01-01,10.5285/9536f22e-37dd-4f37-948b-e19c70e15292,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Deb, Pranab', 'Orr, Andrew', 'Turner, John']",dataset
IsRelatedTo,"DMSP SSM/I-SSMIS Pathfinder Daily EASE-Grid Brightness Temperatures, Version 2",1994-01-01,10.5067/3ex2u1dv3434,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Armstrong,  Richard', 'Knowles,  Kenneth', 'Brodzik,  Mary J.', 'Hardman,  M']",dataset
IsRelatedTo,An Intercomparison of DMSP F11- and F13-Derived Sea Ice Products,1998-05-01,10.1016/s0034-4257(97)00174-0,10.5285/ffd24dd7-e201-4a02-923f-038680bf7bb5,"Antarctic daily surface melt data estimated from SMMR, SSM/I, and SSMIS passive microwave observations, 1978-2016","['Nicolas, Julien']",Polar Data Centre (PDC),"['Julienne Stroeve', 'Li Xiaoming', 'Jim Maslanik']",journal-article
